frame,stamp_sec,algo,label,roi_time_ms,pipeline_time_ms,cluster_time_ms,classify_time_ms,total_time_ms,after_view,after_car,after_ground,after_voxel,num_clusters
62,1748368170.238202,pizza,"Pizza Slice",0.546,0.658,3.370,2.938,60.594,51,51,51,43,4
63,1748368170.338398,pizza,"Pizza Slice",0.658,0.833,3.815,2.762,179.733,58,58,58,49,5
64,1748368170.438593,pizza,"Pizza Slice",0.554,0.670,3.248,3.363,60.661,50,50,50,42,5
65,1748368170.538793,pizza,"Pizza Slice",0.528,0.641,12.470,1.543,68.236,96,96,96,89,2
66,1748368170.638985,pizza,"Pizza Slice",0.538,0.647,3.345,3.421,60.725,44,44,44,35,4
67,1748368170.739189,pizza,"Pizza Slice",0.574,0.699,3.507,2.310,185.332,56,56,56,42,4
68,1748368170.839352,pizza,"Pizza Slice",0.561,0.705,3.697,3.711,63.477,58,58,58,44,4
69,1748368170.939576,pizza,"Pizza Slice",0.545,0.667,3.106,4.615,63.767,54,54,54,43,5
70,1748368171.039776,pizza,"Pizza Slice",0.539,0.636,2.882,4.253,60.298,49,49,49,40,5
71,1748368171.139970,pizza,"Pizza Slice",0.578,0.861,25.783,4.895,202.960,183,183,183,173,8
72,1748368171.240184,pizza,"Pizza Slice",0.565,0.691,3.724,3.320,60.614,58,58,58,48,5
73,1748368171.340344,pizza,"Pizza Slice",0.565,0.688,4.754,2.760,61.867,59,59,59,45,4
74,1748368171.440562,pizza,"Pizza Slice",0.547,0.665,5.982,2.929,64.094,72,72,72,60,5
75,1748368171.540779,pizza,"Pizza Slice",0.558,0.683,3.397,2.951,181.457,63,63,63,42,4
76,1748368171.640927,pizza,"Pizza Slice",0.563,0.679,3.960,2.508,59.899,66,66,66,48,4
77,1748368171.741154,pizza,"Pizza Slice",0.553,0.677,3.725,3.475,64.518,60,60,60,49,5
78,1748368171.841348,pizza,"Pizza Slice",0.559,0.694,4.604,3.620,200.175,57,57,57,44,4
79,1748368171.941545,pizza,"Pizza Slice",3.595,3.918,3.944,2.952,68.340,57,57,57,47,5
80,1748368172.041743,pizza,"Pizza Slice",0.614,2.911,1.873,2.900,65.297,39,39,39,30,4
81,1748368172.141937,pizza,"Pizza Slice",0.652,0.912,1.838,1.851,60.922,34,34,34,30,3
82,1748368172.242132,pizza,"Pizza Slice",0.579,0.728,1.785,2.871,200.358,34,34,34,29,3
83,1748368172.342303,pizza,"Pizza Slice",0.620,0.816,5.230,2.825,70.784,73,73,73,60,4
84,1748368172.442536,pizza,"Pizza Slice",0.587,0.721,2.710,3.119,61.935,54,54,54,37,5
85,1748368172.542725,pizza,"Pizza Slice",0.618,0.802,43.850,4.584,114.800,254,254,254,249,8
86,1748368172.642921,pizza,"Pizza Slice",0.571,0.695,3.398,2.374,178.289,52,52,52,38,4
87,1748368172.743118,pizza,"Pizza Slice",0.573,0.706,1.565,1.569,59.391,31,31,31,26,2
88,1748368172.843293,pizza,"Pizza Slice",0.577,0.741,3.741,3.562,66.737,66,66,66,46,5
89,1748368172.943510,pizza,"Pizza Slice",0.589,0.726,1.895,2.615,65.538,46,46,46,30,3
90,1748368173.043707,pizza,"Pizza Slice",0.541,0.627,2.052,2.394,182.601,52,52,52,32,3
91,1748368173.143903,pizza,"Pizza Slice",0.558,0.702,1.721,2.008,58.084,39,39,39,27,2
92,1748368173.244101,pizza,"Pizza Slice",0.590,0.756,16.277,2.578,78.987,129,129,129,121,5
93,1748368173.344305,pizza,"Pizza Slice",0.555,0.671,1.084,2.104,170.959,21,21,21,19,2
94,1748368173.444496,pizza,"Pizza Slice",0.543,0.633,1.303,1.710,54.818,21,21,21,21,1
95,1748368173.544692,pizza,"Pizza Slice",0.543,0.644,1.548,2.323,57.154,31,31,31,27,3
96,1748368173.644889,pizza,"Pizza Slice",0.568,0.697,35.809,1.580,97.414,192,192,192,191,3
97,1748368173.745085,pizza,"Pizza Slice",0.567,0.700,15.247,2.675,185.810,106,106,106,99,5
98,1748368173.845284,pizza,"Pizza Slice",0.552,0.651,2.232,2.318,58.383,37,37,37,29,4
99,1748368173.945479,pizza,"Pizza Slice",0.558,0.681,1.611,1.436,56.085,28,28,28,23,2
100,1748368174.045650,pizza,"Pizza Slice",0.631,0.831,2.708,1.909,62.440,44,44,44,42,3
101,1748368174.145873,pizza,"Pizza Slice",0.554,0.660,1.579,2.320,170.548,30,30,30,27,4
102,1748368174.246066,pizza,"Pizza Slice",0.547,0.643,1.116,1.552,56.663,26,26,26,22,2
103,1748368174.346265,pizza,"Pizza Slice",0.623,0.786,3.575,2.151,63.325,54,54,54,47,4
104,1748368174.446463,pizza,"Pizza Slice",0.557,0.675,7.710,2.861,182.496,80,80,80,74,5
105,1748368174.546658,pizza,"Pizza Slice",3.058,3.372,7.469,2.562,77.117,52,52,52,47,3
106,1748368174.646856,pizza,"Pizza Slice",0.609,0.856,3.654,3.288,80.784,55,55,55,48,6
107,1748368174.747052,pizza,"Pizza Slice",0.568,0.705,9.175,4.321,69.527,97,97,97,89,8
108,1748368174.847252,pizza,"Pizza Slice",0.557,0.686,33.903,2.440,209.532,168,168,168,163,4
109,1748368174.947449,pizza,"Pizza Slice",0.557,0.672,9.591,2.837,68.368,81,81,81,76,4
110,1748368175.047643,pizza,"Pizza Slice",0.590,0.794,25.036,2.598,86.884,142,142,142,134,5
111,1748368175.147840,pizza,"Pizza Slice",0.577,0.721,32.416,3.715,97.162,164,164,164,157,4
112,1748368175.248036,pizza,"Pizza Slice",0.592,0.759,35.103,2.411,214.862,173,173,173,167,4
113,1748368175.348204,pizza,"Pizza Slice",0.575,0.736,57.481,2.115,121.340,223,223,223,218,4
114,1748368175.448434,pizza,"Pizza Slice",0.624,0.828,84.007,2.684,153.210,274,274,274,269,5
115,1748368175.548631,pizza,"Pizza Slice",0.619,0.851,73.599,2.021,141.136,260,260,260,250,3
116,1748368175.648802,pizza,"Pizza Slice",0.598,0.792,97.881,2.425,274.425,311,311,311,304,4
117,1748368175.749020,pizza,"Pizza Slice",0.616,0.832,104.098,2.787,171.412,316,316,316,309,4
118,1748368175.849217,pizza,"Pizza Slice",0.628,0.846,90.753,2.687,158.851,296,296,296,289,5
119,1748368175.949416,pizza,"Pizza Slice",0.598,0.890,127.976,2.774,310.424,359,359,359,349,4
120,1748368176.049582,pizza,"Pizza Slice",0.627,0.866,135.856,3.412,212.593,441,441,441,436,7
121,1748368176.149810,pizza,"Pizza Slice",0.698,1.012,240.987,2.309,314.966,517,517,517,509,4
122,1748368176.250003,pizza,"Pizza Slice",0.638,0.885,216.889,2.742,406.339,492,492,492,479,4
123,1748368176.350202,pizza,"Pizza Slice",0.757,1.132,266.685,3.413,347.858,556,556,556,547,5
124,1748368176.450377,pizza,"Pizza Slice",0.731,1.156,315.886,4.031,397.260,599,599,599,588,7
125,1748368176.550595,pizza,"Pizza Slice",0.676,1.001,284.377,4.104,368.072,616,616,616,601,8
126,1748368176.650784,pizza,"Pizza Slice",0.689,0.980,393.370,3.245,586.674,708,708,708,696,5
127,1748368176.750987,pizza,"Pizza Slice",0.655,0.945,440.168,2.992,525.141,743,743,743,733,5
128,1748368176.851183,pizza,"Pizza Slice",0.656,0.957,400.135,3.219,483.033,691,691,691,681,6
129,1748368176.951353,pizza,"Pizza Slice",0.673,1.060,443.489,3.441,653.363,797,797,797,771,6
130,1748368177.051577,pizza,"Pizza Slice",0.697,1.140,489.213,2.595,576.511,800,800,800,784,4
131,1748368177.151758,pizza,"Pizza Slice",0.693,1.041,585.389,3.040,676.768,907,907,907,892,5
132,1748368177.251969,pizza,"Pizza Slice",0.696,1.066,483.586,2.945,699.899,809,809,809,787,5
133,1748368177.352167,pizza,"Pizza Slice",0.713,1.092,601.615,6.502,703.043,1084,1084,1084,1075,12
134,1748368177.452363,pizza,"Pizza Slice",0.689,1.041,568.309,3.644,658.141,880,880,880,860,5
135,1748368177.552543,pizza,"Pizza Slice",0.709,1.073,659.668,2.438,755.034,967,967,967,963,4
136,1748368177.652759,pizza,"Pizza Slice",0.704,1.082,692.864,2.366,905.537,993,993,993,983,4
137,1748368177.752955,pizza,"Pizza Slice",0.737,1.195,771.879,2.715,877.059,1085,1085,1085,1073,5
138,1748368177.853161,pizza,"Pizza Slice",0.687,1.036,704.316,4.020,804.307,1009,1009,1009,996,5
139,1748368177.953353,pizza,"Pizza Slice",0.746,1.254,944.444,3.128,1168.826,1269,1269,1269,1264,6
140,1748368178.053545,pizza,"Pizza Slice",0.715,1.148,827.443,4.767,936.704,1134,1134,1134,1121,7
141,1748368178.153741,pizza,"Pizza Slice",0.825,1.319,791.536,4.155,898.203,1172,1172,1172,1160,8
142,1748368178.253943,pizza,"Pizza Slice",0.756,1.252,988.639,4.475,1095.877,1313,1313,1313,1298,8
143,1748368178.354134,pizza,"Pizza Slice",0.717,1.168,911.013,5.219,1130.736,1225,1225,1225,1212,9
144,1748368178.454334,pizza,"Pizza Slice",0.777,1.322,1084.799,3.536,1204.292,1425,1425,1425,1410,6
145,1748368178.554529,pizza,"Pizza Slice",0.788,1.290,1181.444,4.138,1298.597,1495,1495,1495,1484,6
146,1748368178.654726,pizza,"Pizza Slice",0.826,1.390,1119.684,3.790,1347.059,1442,1442,1442,1424,6
147,1748368178.754923,pizza,"Pizza Slice",0.823,1.348,1109.598,3.975,1224.562,1409,1409,1409,1403,6
148,1748368178.855098,pizza,"Pizza Slice",0.759,1.250,1246.504,4.035,1368.303,1544,1544,1544,1543,6
149,1748368178.955297,pizza,"Pizza Slice",0.775,1.321,1239.733,3.203,1472.472,1552,1552,1552,1547,6
150,1748368179.055516,pizza,"Pizza Slice",0.764,1.354,1408.284,4.792,1536.946,1704,1704,1704,1696,10
151,1748368179.155684,pizza,"Pizza Slice",0.864,1.625,1516.742,4.331,1646.136,1814,1814,1814,1808,8
152,1748368179.255905,pizza,"Pizza Slice",0.765,1.369,1329.154,6.318,1577.835,1633,1633,1633,1630,8
153,1748368179.356099,pizza,"Pizza Slice",0.858,1.520,1458.178,5.905,1589.218,1768,1768,1768,1766,11
154,1748368179.456312,pizza,"Pizza Slice",0.782,1.349,1391.936,6.220,1521.947,1732,1732,1732,1731,12
155,1748368179.556496,pizza,"Pizza Slice",0.830,1.463,1616.659,4.228,1881.577,1899,1899,1899,1894,8
156,1748368179.656692,pizza,"Pizza Slice",0.894,1.566,1694.491,3.832,1836.243,1995,1995,1995,1989,7
157,1748368179.756890,pizza,"Pizza Slice",0.827,1.445,1670.641,5.032,1814.323,1951,1951,1951,1944,9
158,1748368179.857086,pizza,"Pizza Slice",0.856,1.523,1715.832,3.817,1971.666,1993,1993,1993,1990,7
159,1748368179.957254,pizza,"Pizza Slice",0.823,1.433,1681.790,5.416,1818.391,1923,1923,1923,1918,9
160,1748368180.057479,pizza,"Pizza Slice",0.884,1.653,1747.061,7.258,1892.209,2103,2103,2103,2099,15
161,1748368180.157676,pizza,"Pizza Slice",0.886,1.566,1785.879,6.274,2078.655,2043,2043,2043,2037,10
162,1748368180.257873,pizza,"Pizza Slice",0.922,1.697,2144.547,5.845,2302.929,2366,2366,2366,2364,12
163,1748368180.358072,pizza,"Pizza Slice",0.897,1.593,1935.033,5.944,2082.873,2144,2144,2144,2134,10
164,1748368180.458255,pizza,"Pizza Slice",0.895,1.618,2123.864,6.154,2402.726,2263,2263,2263,2256,11
165,1748368180.558463,pizza,"Pizza Slice",0.968,1.716,2143.571,7.510,2298.516,2260,2260,2260,2250,12
166,1748368180.658656,pizza,"Pizza Slice",0.915,1.623,2223.044,4.430,2377.914,2301,2301,2301,2291,9
167,1748368180.758857,pizza,"Pizza Slice",0.941,1.719,2349.759,8.461,2622.714,2414,2414,2414,2404,18
168,1748368180.859052,pizza,"Pizza Slice",0.946,1.714,2260.087,5.897,2412.432,2329,2329,2329,2322,12
169,1748368180.959240,pizza,"Pizza Slice",0.954,1.761,2505.148,7.787,2660.076,2428,2428,2428,2415,16
170,1748368181.059429,pizza,"Pizza Slice",0.985,1.834,2971.146,5.419,3266.256,2760,2760,2760,2749,10
171,1748368181.159644,pizza,"Pizza Slice",0.943,1.756,2582.043,5.613,2744.350,2525,2525,2525,2518,11
172,1748368181.259823,pizza,"Pizza Slice",1.091,1.993,3005.402,6.517,3305.421,2923,2923,2923,2918,12
173,1748368181.360037,pizza,"Pizza Slice",1.139,2.157,3277.662,7.666,3474.114,3199,3199,3199,3193,13
174,1748368181.460240,pizza,"Pizza Slice",1.126,2.171,3585.054,6.667,3784.375,3232,3232,3232,3224,12
175,1748368181.560432,pizza,"Pizza Slice",1.064,2.082,3283.475,7.404,3585.955,3136,3136,3136,3128,14
176,1748368181.660627,pizza,"Pizza Slice",1.245,2.398,4167.353,7.813,4373.689,3713,3713,3713,3708,16
177,1748368181.760828,pizza,"Pizza Slice",1.218,2.335,3894.702,10.108,4112.830,3727,3727,3727,3715,22
178,1748368181.861022,pizza,"Pizza Slice",1.193,2.327,4204.965,7.643,4533.405,3957,3957,3957,3952,15
179,1748368181.961222,pizza,"Pizza Slice",1.191,2.391,4454.445,9.459,4683.774,4123,4123,4123,4115,19
180,1748368182.061394,pizza,"Pizza Slice",1.263,2.503,4173.393,9.208,4390.156,4010,4010,4010,4003,20
181,1748368182.161614,pizza,"Pizza Slice",1.214,2.839,4921.711,10.278,5270.414,4377,4377,4377,4366,21
182,1748368182.261808,pizza,"Pizza Slice",1.309,2.624,4885.391,11.090,5117.871,4462,4462,4462,4454,22
